complaint_reviews1
Domain,Sub Domain,Product Name,Product Link,Review,Review Date,Customer Name,Customer Rating,Customer Images,Colour,Finish,Formulation,Coverage,Complaint Label
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Colour shade is misleading.,09 Jun 2023,Brick bloom is no where close to the brick shade or the maroon shade. It's a plum shade with wine hints.,3.0,['https://m.media-amazon.com/images/I/71wOl80rgCL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I have bought one more piece of blush velvet even as the first one still has some mousse left in it. Initially I thought this is dry and not enough inside the case but I was wrong.  There is a good quantity inside. I love this beautiful shade and am relieved to have found a shade, I like on my lips, after trying out many others. It is a pleasant colour close to natural nude with ..... perfect as daywear, office wear and even as party wear and even with gloss it does not look loud. The mousse is easy to apply with the applicator  and the weightless formula leaves behind a perfect layer of intense color. Single swipe is enough The finish is powdery matte so I ""always"" moisturise my lips or else it feels very dry. If you take care to hydrate the lips it stays put comfortably for up to 5-6 hours. The shade will look great on all skin colors. What's more is that it can be a blush.... so easy to apply ..... as it is a powdery weightless mousse. I even used it as eye shadow ! I highly recommend Hope my review is helpful to you! Thanks for reading it 😊",27 Dec 2018,Karmic Voice,5.0,"['https://images-na.ssl-images-amazon.com/images/I/21CgVFIXnYL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81OmLZeqSLL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81qIOYmwNKL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Morelikely to be lavender pluss pink plus a bit of brown.,04 Aug 2023,Its a kind of lavender plus brown shade doesn't work for me,2.0,"['https://m.media-amazon.com/images/I/413D3P0Kc4L._SY88.jpg', 'https://m.media-amazon.com/images/I/61Fcej4Eu2L._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"First of all, The texture of this lip and cheek color is soft, smooth, and mousse like. True to its name, it is absolutely weightless. It applies evenly and smoothly on the lips. The creamy formula settles down to a matte texture in seconds and does not move at all. It is super pigmented, and one swipe is quite enough to cover up even pigmented lips. It does not feel heavy or patchy at any point of time. For a change, it has a pleasant vanilla scent rather than the usual weird Lakme lipstick scent. Rose Touch a beautiful everyday wear shade. This is a perfect rosy-mauve sort of shade and it suits all the skin tones be it lighter or deeper, it looks polished and gorgeous! Used as a blush it gives a stunning rosy flush to the cheeks. I am absolutely in love with colour, I kind of wear it all the time. 😛 It stays 4-5 hours, then it starts to fade from the center. But if you eat oily food, it removes the lipstick from your lips, Sad! Other than that, its a next to perfect affordable Lip Colour. I will try other shades as well. Highly recommended. 👍👍👍",15 Aug 2017,Anuradha,5.0,"['https://images-na.ssl-images-amazon.com/images/I/61GN8-Koa-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71M2pm7fMNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81Z2JyaGruL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81zsXlm6IxL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"It is not at all smudge proof or transfer proof. It only last until you eat ar drink something. The shade and pigmentation is very good. But nowadays when we have to wear a mask daily, it becomes useless. It may be used as a blush or even as an eyeshadow. But for lips, it is now useless.",16 Sep 2021,Kritika,4.0,['https://m.media-amazon.com/images/I/A1v230UVg3L._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Its pinkish brown. Looks good in day light.. at night its not visible. Natural simple shade for those who like to go for less lipstick and light shades.. but too costly..,27 May 2022,Swan,4.0,['https://m.media-amazon.com/images/I/51LAKfEE3fL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"After watching YouTube reviews and Swatch for this shade I ordered it and yes there was a bit difference when you see the shade in actual and on screen, In the picture I have applied a single coat, it is highly pigmented, very light on lips and it's a unique shade. I have always been into pinks and peaches and nudes so this is definitely the shade that will bring you out of the same look and try something bold...still it's the one you can wear daily, goes great with party looks also. What more to ask for. A complete shade. Other shades in sale were for 353 but this one i bought for 469. Maybe it's in the newly added ones, that's why . However in stores you will get on MRP 625. Expiry date is also mentioned below. It's transfer proof and goes long enough if you are not having oily food...moist and creamy texture. Not patchy at all. It's a velvet finish , somewhere in between matte and satin. Which is wonderful. Loved it!! Thank you Amazon, please bring more sale so we can buy more shades of this range ;)",17 Jan 2020,Purnima,5.0,['https://images-na.ssl-images-amazon.com/images/I/51syqHcD5UL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Beautiful brown shade. Packaging is sleek. But u cant tell the differnt shades apart as its an opaque tube. Shade name is written on the bottom Applicator is sturdy. Does the job. Pointed tip for better application. Colour is beautiful dark brown ( as d name suggest cocoa colour bit softer - and hence d name coco soft, i guess) I m of wheatish complexion, it suits me. Formula is creamy, takes about a minute to completely dry matte finish( ditto like NYX soft matte lip cream). Its not too drying ( as all matte liquid lipsticks are) as colorbar and sugar liquid lippies. People with dry lips problem should moisturize well with lip balms prior use) Smudge proof after drying. I quite like it. Overall great one. Would love to try other shades too.",21 Apr 2017,Kavita P.,4.0,"['https://images-na.ssl-images-amazon.com/images/I/514FBszPOHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61KMPkGxB3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71moWoDQfGL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Amazing shade. A must have shade,22 May 2023,Amazon Customer,5.0,['https://m.media-amazon.com/images/I/61fw1Y+HOBL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I ordered 3 of these lipsticks. And the packaging is a bit different in each of the lipstick. I have no idea which one is original. Better to buy beauty products from nykaa bcz products are authentic there. It's non-returnable on Amazon. But the original one which I got from store, it is magical. Such a dreamy formula, non-sticky, beautifully pigmented and extremely light-weight. Definitely go for it, just make sure you get the original ones, which I'm not sure I got from here.",12 Jul 2021,Shruti,5.0,"['https://images-na.ssl-images-amazon.com/images/I/B1RLq4WbTSS._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/B1d3I1o+UBS._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/B1nQ+ryQZdS._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,1
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Colour shade is misleading.,09 Jun 2023,Brick bloom is no where close to the brick shade or the maroon shade. It's a plum shade with wine hints.,3.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71wOl80rgCL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I have bought one more piece of blush velvet even as the first one still has some mousse left in it. Initially I thought this is dry and not enough inside the case but I was wrong.  There is a good quantity inside. I love this beautiful shade and am relieved to have found a shade, I like on my lips, after trying out many others. It is a pleasant colour close to natural nude with ..... perfect as daywear, office wear and even as party wear and even with gloss it does not look loud. The mousse is easy to apply with the applicator  and the weightless formula leaves behind a perfect layer of intense color. Single swipe is enough The finish is powdery matte so I ""always"" moisturise my lips or else it feels very dry. If you take care to hydrate the lips it stays put comfortably for up to 5-6 hours. The shade will look great on all skin colors. What's more is that it can be a blush.... so easy to apply ..... as it is a powdery weightless mousse. I even used it as eye shadow ! I highly recommend Hope my review is helpful to you! Thanks for reading it 😊",27 Dec 2018,Karmic Voice,5.0,"['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/21CgVFIXnYL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/81OmLZeqSLL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/81qIOYmwNKL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Morelikely to be lavender pluss pink plus a bit of brown.,04 Aug 2023,Its a kind of lavender plus brown shade doesn't work for me,2.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/413D3P0Kc4L._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61Fcej4Eu2L._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"First of all, The texture of this lip and cheek color is soft, smooth, and mousse like. True to its name, it is absolutely weightless. It applies evenly and smoothly on the lips. The creamy formula settles down to a matte texture in seconds and does not move at all. It is super pigmented, and one swipe is quite enough to cover up even pigmented lips. It does not feel heavy or patchy at any point of time. For a change, it has a pleasant vanilla scent rather than the usual weird Lakme lipstick scent. Rose Touch a beautiful everyday wear shade. This is a perfect rosy-mauve sort of shade and it suits all the skin tones be it lighter or deeper, it looks polished and gorgeous! Used as a blush it gives a stunning rosy flush to the cheeks. I am absolutely in love with colour, I kind of wear it all the time. 😛 It stays 4-5 hours, then it starts to fade from the center. But if you eat oily food, it removes the lipstick from your lips, Sad! Other than that, its a next to perfect affordable Lip Colour. I will try other shades as well. Highly recommended. 👍👍👍",15 Aug 2017,Anuradha,5.0,"['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/61GN8-Koa-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/71M2pm7fMNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/81Z2JyaGruL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/81zsXlm6IxL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"It is not at all smudge proof or transfer proof. It only last until you eat ar drink something. The shade and pigmentation is very good. But nowadays when we have to wear a mask daily, it becomes useless. It may be used as a blush or even as an eyeshadow. But for lips, it is now useless.",16 Sep 2021,Kritika,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/A1v230UVg3L._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Its pinkish brown. Looks good in day light.. at night its not visible. Natural simple shade for those who like to go for less lipstick and light shades.. but too costly..,27 May 2022,Swan,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51LAKfEE3fL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"After watching YouTube reviews and Swatch for this shade I ordered it and yes there was a bit difference when you see the shade in actual and on screen, In the picture I have applied a single coat, it is highly pigmented, very light on lips and it's a unique shade. I have always been into pinks and peaches and nudes so this is definitely the shade that will bring you out of the same look and try something bold...still it's the one you can wear daily, goes great with party looks also. What more to ask for. A complete shade. Other shades in sale were for 353 but this one i bought for 469. Maybe it's in the newly added ones, that's why . However in stores you will get on MRP 625. Expiry date is also mentioned below. It's transfer proof and goes long enough if you are not having oily food...moist and creamy texture. Not patchy at all. It's a velvet finish , somewhere in between matte and satin. Which is wonderful. Loved it!! Thank you Amazon, please bring more sale so we can buy more shades of this range ;)",17 Jan 2020,Purnima,5.0,['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/51syqHcD5UL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Beautiful brown shade. Packaging is sleek. But u cant tell the differnt shades apart as its an opaque tube. Shade name is written on the bottom Applicator is sturdy. Does the job. Pointed tip for better application. Colour is beautiful dark brown ( as d name suggest cocoa colour bit softer - and hence d name coco soft, i guess) I m of wheatish complexion, it suits me. Formula is creamy, takes about a minute to completely dry matte finish( ditto like NYX soft matte lip cream). Its not too drying ( as all matte liquid lipsticks are) as colorbar and sugar liquid lippies. People with dry lips problem should moisturize well with lip balms prior use) Smudge proof after drying. I quite like it. Overall great one. Would love to try other shades too.",21 Apr 2017,Kavita P.,4.0,"['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/514FBszPOHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/61KMPkGxB3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/71moWoDQfGL._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Amazing shade. A must have shade,22 May 2023,Amazon Customer,5.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61fw1Y+HOBL._SY88.jpg'],Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Lakme,"Lakme 9 to 5 Weightless Mousse Lip & Cheek Color, Coffee Lite, 9 g",/Lakme-Weightless-Mousse-Cheek-Coffee/dp/B01M4HB6NQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I ordered 3 of these lipsticks. And the packaging is a bit different in each of the lipstick. I have no idea which one is original. Better to buy beauty products from nykaa bcz products are authentic there. It's non-returnable on Amazon. But the original one which I got from store, it is magical. Such a dreamy formula, non-sticky, beautifully pigmented and extremely light-weight. Definitely go for it, just make sure you get the original ones, which I'm not sure I got from here.",12 Jul 2021,Shruti,5.0,"['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/B1RLq4WbTSS._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/B1d3I1o+UBS._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/I/B1nQ+ryQZdS._SY88.jpg']",Coffee Lite,Matte,Liquid,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,I like only packing I dislike the product quality according to price I ordered matte lipstick💄 but it's not matte  it's cheap product please Amazon don't send this type of products and color is also very different I  kept this product,06 Oct 2023,Fake fake fake it is not matte lipstick and I have got cheap product according to price,1.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61kpua0+97L._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/7144oObxAyL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Dislike,05 Dec 2023,Just I received the order... I don't like the color in the picture looks pink when it comes the color  is brown. I don't like it,1.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51kICCpiviL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Received an empty and used lipstick. Never buy,06 Nov 2023,Ayushi,1.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/511MZlDGGkL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Not recommended,15 Nov 2023,Placeholder,1.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61J5OscDV+L._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Lipstick waterproof nhi h,09 Dec 2023,Lipstick waterproof  nhi h,1.0,,Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,,13 Nov 2023,vaidehi,1.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61IxkSR2TML._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81h+2vsdIRL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The colour is too too dark than shown in the Amazon try on. Dissatisfied,16 Oct 2023,jaydatta,1.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61wmj2ku7IL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,,10 Nov 2023,Amazon Customer,1.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81S1KeYgqUL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
